chr,start,end,value1,value2,value3,value4,value5,value6,value7,value8,value9,value10
chr2,98746147,109221426,0.81485677902073,0.210392700585184,0.00708128484345779,-0.0703181249685633,-0.158410145808174,0.488622783363888,-0.0165782329367691,0.168338297344301,-0.120549774057347,1.28004319249674
chr2,153518589,154622539,-1.10214875802731,-0.391326963261547,-0.754272741070224,-0.650450930184669,0.520433111540693,-0.195608008972558,0.331381429611128,0.439400319838285,-0.307212301102138,-0.360347902362736
chr2,189090727,191652199,1.12841662798761,-0.404948142217378,-0.0487398863612443,0.505569775846298,-0.00322413223384302,0.904837763232882,-0.611965136667005,-0.362843024098502,0.318285882529606,-0.186108805768797
chr2,203807321,224080536,0.426492480296015,-0.0895396942538506,-1.06144343120302,0.355754411789138,-0.299722325622333,1.07035297308827,-0.102725505871398,-0.659623916634201,0.953342054585274,-0.38302771283905
chr2,229236849,234118300,0.0610166619459849,0.679448759749268,-0.244367933144138,0.373767447128324,-0.114422511553998,-0.345405161171853,-0.568166861882016,-0.253756845438641,0.52199361091289,0.26421532089758
chr3,17138030,40796035,0.0458060066795371,0.0279212551105007,-0.691223550396398,-0.341083443949772,1.01136764746795,-0.242141391385909,-0.0269028610457657,-0.272849585095151,0.276071694725472,-1.02759180572291
chr3,57219142,60650338,-0.514175823461017,0.429265500753656,0.290416364971758,-0.355908452574159,-0.0253887401861634,0.536757847830866,-0.367817987158137,0.485829389430177,0.39202635219895,-0.0848410961930487
chr3,81447694,85242511,-0.0269985799779872,-0.158937460570416,0.718102149451653,0.26625477607055,-0.00464126957937326,-0.542362420427928,0.105366411291217,0.549617063156272,-0.285278044333192,0.376446187237051
chr3,90470354,96592699,0.206221073935177,0.597918238596516,0.136718500079081,0.365742625818728,0.687782544229304,-0.208042766872176,0.512617331821554,-0.250233365038646,-0.612020105619436,-0.258176699504077
chr3,104153637,148077781,-1.12939963252145,0.36069848364315,0.794567958547465,0.474596221974158,-0.424771623050988,0.257037272978388,0.0648993021535243,-0.378250322491633,-0.237207304358154,-0.0545348237833944
chr3,160153088,170703309,0.444058966912883,0.666619889785092,0.411995032463211,-0.486892885168661,-0.318122907573063,-0.795342479187158,0.674122162752575,0.195028966632764,0.799555833875209,-0.0157934462602756
chr3,171685857,177768610,0.129851071552886,-0.119086462560679,-0.493862753663371,-0.280615898649694,0.108934157243673,-0.62311922278829,-0.322828209952732,0.227428930603649,-0.603760562269407,-0.601213924672331
chr3,181669050,182098858,0.231750093125133,0.402340744119645,0.405042674536815,-0.671182334011919,-0.118381538004878,-0.275205524258305,0.222062435574368,0.277241277755253,-0.334926151549642,0.567532401484274
chr3,189857163,190338779,-0.145966274937628,-0.407530870353628,-0.287190934928832,0.357201973834982,0.173394125196904,0.316902421543961,-0.410769599077683,-0.747580134622404,0.950263392269324,-0.256028875773354
chr4,23364532,24994750,-0.521629009683101,-0.527345118458496,-0.395022999099098,-0.243871308389524,0.00915702292726179,-0.0774061671533952,0.135381803000429,-1.10863851064311,-0.970601122749904,-0.564403918156632
chr4,26037087,30535112,-0.0843797853473093,0.323448123824604,0.787883191511422,-0.125041995806816,0.457848558725272,-1.26310896711426,-0.484777510424161,0.292492131569238,-0.0360883161305558,-0.535944732549022
chr4,36805545,56289462,-1.23638658727373,-0.751343150101937,-0.291453369893527,0.309276044619484,-0.0525054901335964,-0.175094615450432,0.228933539953555,-0.229278409726674,0.0708127660345063,0.678171299616825
chr4,69523448,82112433,0.436206237609254,0.387908941827992,-0.989088010871245,-0.72380206293714,0.310631802444812,-0.200759439987614,-0.167849611912198,-0.0071503058563603,0.738553745045326,0.494645260623037
chr4,113297313,127592873,-0.766116124991165,0.309321549830545,-0.477525544246668,0.599836118451255,0.43044009713417,-0.273338665461178,-0.136853954711672,-0.754194781556183,-0.603591034755609,-1.12782426461467
chr4,130522192,142686922,0.560012261529829,0.184818825735977,-0.720176740817096,0.234352763318675,0.515499468267369,0.624392725250364,0.288443363196568,-0.320069071842726,-0.426511198427012,-0.329122303685036
chr4,147625838,161001840,0.904527575076398,-0.80663470853442,-0.0849137448414007,-0.422715909622346,0.0858986682454799,-0.506311743483696,0.318438328672898,-0.512361396332961,0.00179307791018256,0.598970270841079
chr4,164270207,176657538,-0.259801563849813,0.339187607531449,0.513704121876453,-0.629478086749065,0.951272695462712,-0.173671253437592,-0.695484896625548,-0.199073395968498,0.186744409300733,-0.325018406731875
chr5,8910650,10080670,0.175451254713377,-0.855429050016163,0.933613545095382,-0.914135170703777,0.879105363895789,-0.180959772593924,-0.511766827785066,-0.0741582343741728,0.302313278437089,0.0402953293024167
chr5,13535538,32715550,0.0880483390000347,0.0052824634771944,1.00464547750182,-0.0758187754442854,-0.0072321137726194,0.370623519602186,0.494411683419716,-0.236017645336082,0.2192591238018,-0.422440881606549
chr5,38688182,60199113,0.73050319683961,-0.334446826264766,-0.266215414443245,-0.518591682963068,0.278583614624901,0.181471623806909,-0.2117261247033,0.0599598432719122,0.647380734867328,0.337090065768586
chr5,69335125,69526214,0.563733779920403,-0.399225769863133,0.820650807051359,0.718523564077958,0.376327569897799,0.791085754242248,-0.0155477721082449,-0.0875165636121656,-0.332388994809252,0.310090460606631
chr5,72377154,96107044,0.163100310537898,0.299157458614395,0.18848591945915,-0.608654677251928,0.799291568468749,1.02549270216304,0.111633607057314,0.136504102909081,0.0953050518502309,-0.482049441893394
chr5,102386543,121803230,1.17304004307806,0.758484012987316,0.0285355903183029,0.0317931379360296,-0.747750535117064,0.164518877782431,-0.3569375315656,0.0639947238073465,0.256393351337305,-0.328916534556566
chr5,129478175,130405783,0.217047862978763,0.14392117968976,0.460702483129046,-0.24338826319049,-0.841795321402649,0.503535443030167,-0.025788508558824,-0.524738494702504,1.16518704759994,0.167323600777301
chr5,165098381,169336984,0.565059312815453,-0.759852943700074,-0.960025252876841,-0.0056923749461213,-0.962654040546726,0.459881121376669,0.231254181623027,-0.382681718696454,0.114892362783909,-0.826986562079075
chr6,1610866,13143822,0.405135537346081,-0.438023036926733,-0.971877402060518,-0.373601765370426,0.125271673605309,-0.56679661150918,-0.0772459263535036,0.17784233198309,0.426699179326745,-0.32411946582676
chr6,52452279,57599571,-0.683151419214147,0.913443550431698,0.378782156654834,-0.0717334204849542,0.19330986817436,0.369251924212567,0.36920787980103,-0.703776044144631,-0.384280913817184,-0.321283370515419
chr6,62565594,67307434,-0.19979947080941,-0.0111945782503453,-0.772513101475882,0.0808084823667832,0.0330362865600457,-0.320798829619266,0.110952524832914,-0.785920240857211,0.22765504358289,-0.0105153901420961
chr6,91250843,105393376,-0.254495638778197,0.0299656900216726,0.0148928669424609,0.458350726059722,-0.211611146809108,-0.495552024685156,0.242999937959437,0.645693804776274,0.52224604697038,0.296188385088499
chr6,110925964,123043928,0.619144197229593,0.162467755715633,0.0376000997755443,-0.5950410981713,0.123327346810923,0.109160768477649,0.505762567713052,-0.00624270301708851,0.250639426397144,0.316184794426411
chr6,125016937,132950089,-1.12488033373409,0.481720472563309,-0.263303002257915,-0.0794575134646747,-0.638190028977563,-0.717093696326422,0.00970977693853008,-1.03654563971104,-0.947580612122838,-0.305771281002339
chr6,134593888,146421919,0.0713962569454127,-0.574374515443192,-0.167211452762715,0.542091510059296,1.30116576838362,-0.721722579330268,-0.543782631138969,0.0622258842157451,-0.0316797082333466,-0.047567886156488
chr7,9333245,11185543,0.442073899830146,0.379710263433136,-1.13923993991116,-0.351574747583611,-0.338473362322716,-0.0210151533129124,-0.117765137566375,-0.11042205130712,0.378922092973801,-0.379689857104047
chr7,12717294,27297461,-0.403848518141926,0.263721728028019,0.130859098710531,0.239709682531885,-0.5654772293116,0.0916255373114477,0.209597134680817,-0.739143668527372,0.854857133371582,0.785360833155609
chr7,30611915,36307286,0.172917392455318,0.0292642519996339,-0.14368274194683,0.58890615430627,-0.123519253742247,0.392794771965905,0.0794954607719445,0.495090616683894,0.62271662880676,0.293565976585828
chr7,50537753,66588183,-0.260563673180899,0.150716966900899,-1.14929586646971,0.532102540602697,-0.0233396147929229,0.161420041303263,0.421320094140418,0.411140004728398,0.0375483565008328,0.545067744159981
chr7,90815098,104512145,0.0229670571038255,-0.380784819366676,-0.346466170588043,0.530858896584341,-0.195810101671703,-0.262297320753611,0.419475554423012,-0.224787031328109,-0.132147514632245,-1.074682277007
chr7,125790395,143474981,-0.362723573461012,-0.170134994034299,-0.979527879268267,-0.12270576087157,0.343787567837322,-0.00515477901792052,-0.420297876461168,0.279000484883043,0.269617242118397,0.251601358983778
chr7,148474024,152881219,-0.44616841879373,0.361620529811286,0.49842506911317,0.400045870695362,-0.207228315524002,0.331028768491394,0.312329266958566,-0.0944728348109857,-0.211697082274352,0.818295555230909
chr8,907892,3993257,0.295051703615398,0.235163115651713,-0.886308382863305,-0.312406619958629,-0.0768862862432622,-0.192807516533344,0.0831444381169606,0.207975463698354,-0.495473711087675,-0.216250092473895
chr8,10180052,14671019,0.134273869165132,-0.626626625284356,0.0999942135039912,-1.26557384096218,0.60531339540038,0.480309911450043,-0.0131944872073308,0.886039636861338,0.475562505498907,-0.513614752187604
chr8,51536782,55647068,-0.48212923376547,0.267760055733254,0.513218962511832,-0.419221106984523,0.627711154722018,-0.0840722585770535,0.0722694162520243,-0.0334321145014456,-0.463516153429728,-0.558563533941175
chr8,61001873,76580973,-0.29850984375477,-0.320762321221071,0.0394159037454987,0.519936176867492,0.608353453852283,-0.0262549338978214,0.8483797777653,0.0894766646796811,-0.328020087970819,-0.911371130365999
chr8,112237545,120363101,-0.847342702462173,-0.158447262297007,0.0671525314110898,0.288728127484666,-0.506204328000199,-0.107732426845204,0.236325612833136,0.0114255450216933,0.438124561209795,0.49031520333041
chr8,120755231,136713678,-0.579955297636893,0.778189664668619,-0.174592750836562,-0.0478776207841721,0.638475254002758,-0.11669898898048,-0.554969455770072,-0.50937021927559,0.741213850096099,0.304182123512886
chr9,4599919,5057294,0.280901072864486,0.135755169671934,-0.215790621499867,-0.827800086502623,0.247488428599925,-0.580181112068122,0.0537427343353974,0.263638485432625,0.522457264237351,-0.480309748386269
chr9,33744204,47715201,0.23197228246561,-0.420092178807033,0.17926790640283,-0.106761191250505,0.228999648784803,-0.075902342536313,0.535800574858771,0.453996763916208,-0.45628945522554,-0.340614152656339
chr9,58893524,73439620,0.557194909960835,0.264338914645824,0.537083318154144,0.34922750019918,-0.138938499729329,-0.464746289656338,-0.184787661509221,-0.995999611378673,0.571270963387238,-0.0854859534774538
chr9,74861310,82419273,-0.420550542981083,-0.018252764360473,0.18186331699125,0.317591346609479,-0.227995268769953,0.940343360215127,0.190488400974698,-0.137387953081133,0.49075873044139,0.211503417058332
chr9,93081241,109065709,-0.479701174240244,0.956380813203123,-0.980817715637334,0.154911858498211,-0.279799396382278,-0.758390211729122,0.332998687003549,-0.0459843080728801,0.0193974024266934,0.137996256878217
chr9,131163821,140890944,0.00523751857468058,0.794238391470196,-0.357136418883324,-0.174547747958675,0.354115997882113,0.2049553355595,0.591686744380651,0.793050102171931,0.229880284428557,-0.911322431654025
chr10,8213080,18764940,-0.615427157366899,0.271698791441256,0.00839534731114577,-0.0217854063752947,-0.108789857310362,0.812675865344018,0.230097705136299,0.0314386509284012,0.149441830193868,0.05707164862513
chr10,30935596,33856583,-0.00470271098342472,-0.025898575334458,-1.09744533062295,-0.705000920296785,-0.552754463035567,0.134914205630787,0.178541767464593,-0.36986630012258,-0.430329120273585,0.956180145693393
chr10,35157385,45919749,0.62177643452876,0.591294079673934,0.129181147286956,-0.468886687683954,0.0667250346034746,0.116983342640928,-0.376057549774473,-0.447087681861888,-0.306937533864441,-0.727535587484371
chr10,64096883,84132861,1.23876366643416,-0.251506213117935,-0.0946232867939954,-1.14222762127468,-0.188043977331319,0.800056216512985,0.252686408089268,0.33080385046956,0.686226108572905,0.589195709957217
chr10,86753112,96538465,-0.289613083273416,-0.46005382255467,0.148633176131314,-0.192520844373223,0.321931905982648,-0.665424035757042,0.283807504066374,-0.0770374675856982,0.888518172008582,-0.971721583632921
chr10,117333181,128429769,0.128917183354564,0.10445237488959,-0.677232130274835,0.185111213174161,-0.183772914052244,0.380233389045148,0.0192020118468393,0.307257220072023,0.876870678395628,-0.598113798131687
chr11,6210755,8255683,-0.278491495911728,0.110454238989556,-0.257147446825313,-0.0187865613762794,1.03995158966003,-0.394666651689343,-0.0637411116879199,0.527342043710044,-0.427116255649343,-0.165315022739895
chr11,15496327,16100447,0.13107920637607,0.134467436192185,-0.252830745336264,0.659073932838954,0.136779502587954,-0.336489527079933,0.0834226464839447,-0.193947220604491,0.462092531800386,0.634775853111924
chr11,26502139,41332053,0.150804881046841,0.0421338238740144,0.376525249706866,-0.269142789842162,0.438766413968709,0.418872132419102,-0.921318951420606,0.592055169207441,-0.473059864485399,0.1611170549614
chr11,42478789,48322068,0.0467257236834853,-0.255971023692982,0.284719077207557,0.436538022800826,-0.145087436739421,0.326651801681298,0.110384341267689,-0.104760801440177,-0.609703739119425,-0.360641653159204
chr11,49195071,59115673,0.880916679220105,-0.322701330566369,0.494027559461927,0.712484698233714,0.297365406293337,-0.352296177117235,-0.536021925579559,-0.166068877205672,-0.558743127477385,0.325006782617263
chr11,84998104,110491301,-0.135108093954795,0.0214298305215669,-0.397452645353786,0.120868254951637,-0.00685033730594828,-0.834772312579662,0.00774208647014474,-0.355030910427971,-0.294583043451005,-0.534176585282285
chr12,9932221,10850346,-0.204428761604374,0.450658354048613,0.441373938524692,-0.494368620467201,-0.0737268470358357,-0.0607177002984522,0.212207955864457,0.312465621100249,-0.614316087131636,-0.36804851595828
chr12,15169509,15777040,0.102888832571666,-0.244034549880918,-0.535065298266312,0.746817393046204,0.543570630865207,-0.222095480739434,-0.51307836983254,-0.317479553758373,-0.281041821366858,0.379870708215909
chr12,17185683,33151631,0.669879506737236,-0.0191730825588941,0.149381065421493,-0.194172947839544,0.942594287281032,0.449119436193415,0.235503483065856,-0.243529631070465,-0.604542111391694,-0.555146240119176
chr12,41227047,53351107,0.496371745225823,-0.126374178751406,-0.174631352207241,-0.792497465696987,0.517237705607217,-0.680525986814521,0.995717392716427,-0.300904121445867,0.556361009374517,0.344869118664504
chr12,54601711,78619196,-0.646384390457567,1.0748575290171,-1.41626598558634,-0.230852973179112,-0.461382999149574,-0.0511172793990881,-0.095907613210346,-0.694334022145649,-0.592056168845502,0.071322332542272
chr12,89632193,93507969,-0.410939771476729,0.391848409722649,-0.348860754877768,-0.205678157707475,-0.921983229116944,-0.614765420770741,0.0740938888770215,0.306748402993074,0.453250838221139,1.38470429666249
chr13,46139794,51387536,0.343959627041867,-0.0923751342304892,0.431186969243423,-0.611308098204609,-0.127566989862673,-0.304929538165221,0.353120509187589,0.650707923443872,-0.422877576022425,-0.456121351562755
chr13,63085808,64091349,0.0276150177689733,-0.191412140774373,0.100606585331996,-0.2096979017382,-0.216227986978164,0.126405529222101,0.226531465622723,-0.319001408558043,-0.317415713104728,0.875967335816875
chr13,66817650,70405705,1.53386662183801,-0.941073528262019,-0.0657356619647378,0.103161835246381,-0.38884395484753,0.361119037823923,0.264744375182363,-0.0847571606096561,-0.20873160722198,-0.489529705488203
chr13,74201185,79091948,0.487641072236331,-0.255565840688003,0.0365517459544966,-0.895359426220224,-0.64990792319364,0.387488990906202,0.028322226123435,0.00906399260919121,-0.586987200002635,0.0154984050907277
chr13,86748727,112782735,0.333576575715007,-0.156044463638062,-0.352053274848451,0.611029604313117,0.721389357707125,-0.329912730898089,0.558122236586847,0.3658869605809,0.00968526827248239,0.770488965605396
chr14,1116066,20090491,0.560637407069672,-0.193702865788933,0.0914935148485014,-0.506163284972705,-0.77588267116368,0.11657590122457,0.196196745527337,-0.3873896635482,-0.308592966641485,-1.14091003443576
chr14,27650669,30401292,0.35160575024718,0.152871883448909,-0.254974690941774,0.733333477635251,0.393464549513205,-0.938954751322511,0.332010064702199,-0.453827316491195,0.336341034632923,0.260199853942651
chr14,62694287,77523317,0.392956106867388,-0.0649890028925991,-0.0685726731673037,0.295109391073221,0.0229603102909514,-0.189702462867366,-0.636705109032081,0.527016056115182,-0.579513315911545,-0.397452565832951
chr14,86900444,95204023,0.0182124180074509,-0.175250193525551,-1.23216483077265,0.647909716923485,0.113210231562816,-0.258036255656513,0.328439298698245,-0.236362852705235,-0.723088376247213,0.132717917197047
chr14,97758413,103106406,-0.919090217932401,0.718039466497412,0.151871045281294,-0.223844427764686,-0.0112485104513479,-0.367582840763078,0.358950196365994,-0.0186080437669192,0.242102274768575,-0.396227499344393
chr15,69148,17057824,-0.448269127057698,0.307908355044147,-0.714072435045501,0.202960149611133,0.279921764418411,0.392619491032496,-0.45272196792226,-0.0964687545243844,0.190296302291148,-0.52258827900293
chr15,20377064,34363676,-0.619414415189447,0.56055637185412,-0.173179593721766,-0.257611458472685,-0.657168599133097,0.712541479944708,0.306479802666447,-0.687901177482085,0.535587324932068,-0.649897476492414
chr15,53408070,55798185,-0.699955869539906,0.0184967690197869,0.250847476068716,-0.122204381684164,-0.324407383614732,0.0071578307419796,0.242006939587284,0.316302615999394,0.805389959934826,-0.167223768387454
chr15,63105607,69194233,0.0186096640136487,-1.05652524238447,-0.93288538256706,-0.0288240789287862,-0.115921427965694,-0.0706586948296442,0.509221756839834,0.746591261926048,0.0719091184403047,-0.105154506490046
chr15,76170063,84843708,-0.764036878420904,-1.04946909330787,-0.482815294862657,-0.460408457266658,-0.30635591012203,0.271024157399427,-0.385186644091965,0.590853848973405,0.145874394838192,0.351640745684785
chr16,17196451,18340259,-0.579521230030339,0.43548194474934,-1.78792333121532,-0.246366957962103,0.123574566180198,0.466298556844899,-0.0491100568890421,0.315275674428469,-0.442719822643575,-0.0724887861830495
chr16,25472831,32060331,0.614226789323058,-0.255438033692084,0.506247195672005,1.19850825997426,0.639979592164343,0.541748679524929,0.00472562003114502,0.741911464495295,-0.43318816774876,-0.89672831422125
chr16,35184808,43052610,-0.478412288003636,-0.0641157608740315,-0.180326031762927,0.399899744760995,0.659970003165849,0.473619919540969,-0.16951335065412,-0.716001223403139,-0.424248385420435,0.506240519906883
chr16,71364342,77790618,-0.0903819412461671,-0.383199062762117,0.457964170152206,-0.435574384620773,-0.516390371724053,-0.095155946020553,-0.214349191016845,-1.26208572029382,-0.353208648386848,-0.454551433219051
chr17,28980810,37044050,0.298763277126361,-0.912482009098063,-0.0223054385431686,0.054491520141544,0.043540024953071,-0.0106530403185545,-1.59326929607807,-0.303515125926345,0.139472624758911,-0.34004565115244
chr17,49339178,51043179,0.100492704393353,-0.286455465846535,-0.242669578616203,-0.280676070323685,-0.655339671819788,1.18756921124735,-0.113831656763808,-0.0412983092915422,-0.903978000510749,0.0429120658173509
chr17,56321294,70581501,0.240037891186747,-0.107549690979924,0.440619481871989,0.50545437146495,0.274935227083664,0.573994501382317,0.095982723351928,-0.253642654401907,0.370348801969936,-0.588820108073907
chr17,75516434,77666805,-1.18620758085746,0.560030376140546,-0.0555736221561037,-0.213231837012212,-0.837555993230022,-0.0151551570881629,-0.659886708514935,-1.24032312833285,0.0979992745464238,-0.544049876284673
chr18,24625838,26706768,0.79605368528476,-0.373502113275823,-0.281486190647226,1.46054552957816,0.471642515043522,0.0857809191423568,-0.646172923102908,0.235076947114503,-0.395546346276267,0.022926649091245
chr18,31857989,33707038,0.650389957833122,-0.384383790514309,-0.345150737911457,-0.446755636476059,-0.326596578356971,-0.117049192975646,-0.159443033150682,0.807966727469236,0.322198024330999,0.428360286804825
chr18,35633572,48792928,0.281539900524795,0.288003927966159,-0.03200966816554,0.685448857143546,-0.740689018457583,0.692776746996106,0.606921756347473,-1.12801879438978,0.288500241611731,0.144256526317978
chr18,63265926,64579435,-0.381735125933694,1.14493790244346,0.393050822024335,0.148485683905603,0.641875920191818,-0.800168685221449,-0.605853515334489,-0.602599460623818,-0.0728089979202569,0.806864782397544
chr19,7487556,21013983,-0.393736694898037,-0.300796555938681,1.3197991505369,0.810510214937584,-0.589165367177783,0.119947916992755,0.571718240191235,1.13963806275031,-0.703391741134478,0.25608150135904
chr19,34487078,46584875,0.211716673910969,0.119746241513765,-0.492521855715702,0.172729827380731,0.330464925323998,0.0169366337886331,-0.0921567198487046,-0.224601024568181,0.0494123468785155,0.459184241497762
chr19,50588051,51056827,0.440359293808606,0.252378675594174,0.0180705690707926,-0.432523176155326,0.42149215981204,1.07925905450829,-0.215839642459408,-0.140833243721997,-0.380521557899948,0.105744366370875
chr20,4487716,13781691,-0.96836745513354,-0.13642030395121,1.1216506243918,0.888880996358533,0.00942274521450721,-0.354049863962024,-0.123679076634525,-0.262182521702838,-0.0246692818322086,-0.0176588629213207
chr20,17440060,31439289,-0.454898728003861,1.07564208659651,-0.640732002316484,-0.200275081804562,0.040373048628439,-0.185247861281894,0.267056432975186,-0.0471164032649246,0.471454970718451,0.771704863927973
chr20,52067883,56907899,1.00474113602667,0.111641161259225,0.116802981925071,-0.751522052456584,-0.612955267269411,-1.0105556862154,-0.693995695665147,0.013344371038319,0.388200846437234,-0.582704548409239
chr21,9083079,22946038,-0.483259295313116,0.157611465475891,0.196784617720869,0.670165602470679,0.539819169280959,0.227704571182932,1.00902668300788,0.672457019125054,-0.453558906386733,0.299855965131497
chr21,24124713,44074650,-0.184440523037171,0.468849137953852,-0.184573223442789,-0.710746981718698,0.567191989455948,0.926874811269079,-0.0343289840614936,-0.884251097377167,0.324942788041007,-0.564845442652801
chr22,9049987,10148515,-0.450094260678236,-0.401749626203379,-0.557262803737621,0.257832089828125,0.43782816969862,0.904056639156202,-0.344659821556339,0.194327414388096,0.594013488629208,-0.286291327555491
chr22,18874886,36204682,0.461020182029348,-0.231887577202696,-0.327335635809569,-1.10658194740608,0.306029956178758,-0.0559779658343301,0.291694501231773,0.413797109699299,-0.380703536131478,-0.0696511910834709
chrX,9429106,22176535,-0.0486132809207355,-0.318693373582282,0.614182980976105,-0.0731500166116299,-0.75663159396054,-0.128818383532452,-0.0106800376698571,-0.539210487975668,0.252599025473833,-0.767797467854349
chrX,33237871,35456532,-0.722629856293896,-0.746936079458668,0.219164728212638,0.434810433138222,-0.236575092928123,-0.0216951206139797,0.0969759897932142,0.56708964725195,-0.426145542817059,0.0665211917140764
chrX,48006857,50891425,0.236426542330221,-0.426415715573359,0.158858124064354,-0.152373150573475,0.294620091066009,-0.0527393303379918,-0.583194807836696,1.42540753814747,-0.321761904588155,-0.307670700691616
chrX,51362515,57461501,0.203535865712382,-0.339149862891408,-1.18956143161338,-0.273880036351481,-0.860878701202272,-1.05177527171602,0.0270704452916978,0.566367892826151,-0.515419228276775,0.598396336273578
chrX,94838523,117825639,0.942287895699986,-0.69302999470528,-0.197924247753701,0.507022970772574,0.427745328820002,-0.108248036943378,-0.0759246601424767,-0.00414559506267404,-0.015104473211971,-0.670864386888923
chrX,128760350,134247282,0.55283946836208,0.18105760988141,-0.0774901290141932,-0.596306124784632,0.654290172838016,-0.569028900739648,0.635338409556036,0.207738567354899,-0.0183345429090713,0.374572412754114
chrX,144563215,147755086,0.305400176668082,0.397356783599796,-0.0699447195782165,-0.80011585661662,0.288470560014175,0.124087058556865,-0.249612719844562,-0.309918563399315,-0.0943289823912621,0.416618172267506
chrY,8156072,8295584,-0.537386604394472,-0.175955290206047,-0.408342571501088,-1.01041036152054,-0.425736581193784,-0.681470825722129,0.0665398413332322,0.358666109213062,0.127017439807916,-0.361769196325383
chrY,11681859,19646964,0.251662027469618,-0.907428815573165,0.463113360054508,-0.952569189002868,0.77546061335972,-0.0126367466466184,-0.0466919185519218,0.0370362664595943,0.467139566303488,-0.248305859619604
chrY,29619210,45371153,0.998119464908609,1.09288014983516,-0.478995609222156,-0.257867693864763,0.00307722837079722,-0.627072452579068,-0.412865237224778,-0.782706462038221,-0.31668532175155,0.749915156686864
